Date,Scrip,Open,High,Low,Close,PreClose,AdjClose,Volume,Value,Trade,Change,DateString,DateEpoch
/Date(1699747200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,70,0,0,0,12/11/2023 00:00:00,1699747200000
/Date(1699833600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,155,0,0,0,13/11/2023 00:00:00,1699833600000
/Date(1700524800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,13,0,0,0,21/11/2023 00:00:00,1700524800000
/Date(1700697600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,23/11/2023 00:00:00,1700697600000
/Date(1700956800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,11,0,0,0,26/11/2023 00:00:00,1700956800000
/Date(1701043200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,101,0,0,0,27/11/2023 00:00:00,1701043200000
/Date(1701129600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,500,0,0,0,28/11/2023 00:00:00,1701129600000
/Date(1701216000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,29/11/2023 00:00:00,1701216000000
/Date(1701302400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,61,0,0,0,30/11/2023 00:00:00,1701302400000
/Date(1701561600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,40,0,0,0,03/12/2023 00:00:00,1701561600000
/Date(1701648000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,651,0,0,0,04/12/2023 00:00:00,1701648000000
/Date(1701734400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,201,0,0,0,05/12/2023 00:00:00,1701734400000
/Date(1701820800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,300,0,0,0,06/12/2023 00:00:00,1701820800000
/Date(1701907200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,103,0,0,0,07/12/2023 00:00:00,1701907200000
/Date(1702166400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,121,0,0,0,10/12/2023 00:00:00,1702166400000
/Date(1702252800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,18257,0,0,0,11/12/2023 00:00:00,1702252800000
/Date(1702339200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,10105,0,0,0,12/12/2023 00:00:00,1702339200000
/Date(1702425600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,8861,0,0,0,13/12/2023 00:00:00,1702425600000
/Date(1702512000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,4000,0,0,0,14/12/2023 00:00:00,1702512000000
/Date(1702771200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,719,0,0,0,17/12/2023 00:00:00,1702771200000
/Date(1702857600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,2750,0,0,0,18/12/2023 00:00:00,1702857600000
/Date(1702944000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,11,0,0,0,19/12/2023 00:00:00,1702944000000
/Date(1703030400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,141,0,0,0,20/12/2023 00:00:00,1703030400000
/Date(1703116800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,664,0,0,0,21/12/2023 00:00:00,1703116800000
/Date(1703376000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,100,0,0,0,24/12/2023 00:00:00,1703376000000
/Date(1703548800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,4,0,0,0,26/12/2023 00:00:00,1703548800000
/Date(1703635200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,27/12/2023 00:00:00,1703635200000
/Date(1703721600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,105,0,0,0,28/12/2023 00:00:00,1703721600000
/Date(1704153600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,6,0,0,0,02/01/2024 00:00:00,1704153600000
/Date(1704240000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,03/01/2024 00:00:00,1704240000000
/Date(1704326400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,6,0,0,0,04/01/2024 00:00:00,1704326400000
/Date(1704758400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,09/01/2024 00:00:00,1704758400000
/Date(1705190400000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1073,0,0,0,14/01/2024 00:00:00,1705190400000
/Date(1705276800000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,2,0,0,0,15/01/2024 00:00:00,1705276800000
/Date(1705363200000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,519,0,0,0,16/01/2024 00:00:00,1705363200000
/Date(1705449600000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,1,0,0,0,17/01/2024 00:00:00,1705449600000
/Date(1705536000000)/,ACTIVEFINE,19.3,19.3,19.3,19.3,0,0,5,0,0,0,18/01/2024 00:00:00,1705536000000
/Date(1705795200000)/,ACTIVEFINE,17.4,17.4,17.4,17.4,0,0,26734,0,0,0,21/01/2024 00:00:00,1705795200000
/Date(1705881600000)/,ACTIVEFINE,15.7,15.7,15.7,15.7,0,0,99473,0,0,0,22/01/2024 00:00:00,1705881600000
/Date(1705968000000)/,ACTIVEFINE,14.2,15.6,14.2,15.4,0,0,2929525,0,0,0,23/01/2024 00:00:00,1705968000000
/Date(1706054400000)/,ACTIVEFINE,13.9,15.9,13.9,15.2,0,0,849921,0,0,0,24/01/2024 00:00:00,1706054400000
/Date(1706140800000)/,ACTIVEFINE,15.0,15.2,14.2,14.3,0,0,927188,0,0,0,25/01/2024 00:00:00,1706140800000
/Date(1706400000000)/,ACTIVEFINE,14.8,14.9,13.0,13.1,0,0,912611,0,0,0,28/01/2024 00:00:00,1706400000000
/Date(1706486400000)/,ACTIVEFINE,13.8,14.0,13.1,13.8,0,0,1267737,0,0,0,29/01/2024 00:00:00,1706486400000
/Date(1706572800000)/,ACTIVEFINE,13.8,15.1,13.8,15.0,0,0,1736596,0,0,0,30/01/2024 00:00:00,1706572800000
/Date(1706659200000)/,ACTIVEFINE,15.5,15.6,14.3,14.5,0,0,997802,0,0,0,31/01/2024 00:00:00,1706659200000
/Date(1706745600000)/,ACTIVEFINE,14.2,15.5,14.2,15.4,0,0,1782859,0,0,0,01/02/2024 00:00:00,1706745600000
/Date(1707004800000)/,ACTIVEFINE,15.7,16.5,15.6,16.0,0,0,2909751,0,0,0,04/02/2024 00:00:00,1707004800000
/Date(1707091200000)/,ACTIVEFINE,16.1,16.4,15.7,16.2,0,0,1767229,0,0,0,05/02/2024 00:00:00,1707091200000
